#Patient Identifier	Sample Identifier	Primary Tumor Site	Tumor Type	Sample Origin	Gene Panel	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#Identifier to uniquely specify a patient.	A unique sample identifier.	Text term to describe the organ sub-division in an individual with cancer.	Tumor Type	Sample Origin	Gene panel.	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1
PATIENT_ID	SAMPLE_ID	PRIMARY_SITE	TUMOR_TYPE	SAMPLE_ORIGIN	GENE_PANEL	ONCOTREE_CODE	CANCER_TYPE	CANCER_TYPE_DETAILED	TMB_NONSYNONYMOUS
Hs_578T	HS578T_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	3.204967744
Hs_600_T	HS600T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	2.099806453
Hs_604_T	HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	1.657741937
Hs_606_T	HS606T_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	0
Hs_611_T	HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	2.43135484
Hs_616_T	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	1.989290324
Hs_618_T	HS618T_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.652387099
Hs_675_T	HS675T_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	1.989290324
Hs_683	HS683_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	1.878774195
Hs_688A_T	HS688AT_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	1.657741937
Hs_695T	HS695T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	6.18890323
Hs_698_T	HS698T_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.199612906
Hs_706_T	HS706T_BONE	Bone	Other	Solid	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	1.657741937
Hs_729	HS729_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	3.647032261
Hs_737_T	HS737T_BONE	Bone	Other	Solid	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	1.989290324
Hs_739_T	HS739T_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	3.094451615
Hs_742_T	HS742T_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	1.989290324
Hs_746T	HS746T_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	5.304774197
Hs_751_T	HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	1.657741937
Hs_766T	HS766T_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	4.420645164
Hs_819_T	HS819T_BONE	Bone	Chondrosarcoma	Solid	NOVARTIS_BROAD_1651	CHS	Bone Cancer	Chondrosarcoma	2.762903228
Hs_821_T	HS821T_BONE	Bone	Other	Solid	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.315483873
Hs_822_T	HS822T_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	1.326193549
Hs_839_T	HS839T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	1.989290324
Hs_840_T	HS840T_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	2.210322582
Hs_852_T	HS852T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	2.652387099
Hs_863_T	HS863T_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	1.768258066
Hs_870_T	HS870T_BONE	Bone	Osteosarcoma	Solid	NOVARTIS_BROAD_1651	OS	Bone Cancer	Osteosarcoma	0
Hs_888_T	HS888T_BONE	Bone	Osteosarcoma	Solid	NOVARTIS_BROAD_1651	OS	Bone Cancer	Osteosarcoma	2.320838711
Hs_895_T	HS895T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	1.21567742
Hs_934_T	HS934T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	2.099806453
Hs_936_T	HS936T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.97322581
Hs_939_T	HS939T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	0
Hs_940_T	HS940T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	1.657741937
Hs_944_T	HS944T_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.531161294
HSC-2	HSC2_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	5.194258068
HSC-3	HSC3_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	4.199612906
HSC-4	HSC4_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	5.525806456
HT-1080	HT1080_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	2.210322582
HT115	HT115_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	70.73032263
HT-1197	HT1197_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	0
HT-1376	HT1376_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	5.415290326
HT-144	HT144_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	3.978580648
HT-29	HT29_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	6.962516134
HT55	HT55_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	14.0355484
HTK-	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.97322581
HT	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	20.8875484
HuCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	5.304774197
HuG1-N	HUG1N_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	3.647032261
huH-1	HUH1_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	0
HuH28	HUH28_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	5.636322585
HuH-6	HUH6_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	4.310129035
HuH-7	HUH7_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	5.967870972
HuNS1	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	6.741483876
HUP-T3	HUPT3_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.094451615
HUP-T4	HUPT4_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.094451615
HuT_102	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	2.320838711
HuT_78	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.978580648
HuTu_80	HUTU80_SMALL_INTESTINE	Small Intestine	Other	Solid	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	0
IA-LM	IALM_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.630967747
IGR-1	IGR1_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	0
IGR-37	IGR37_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	6.299419359
IGR-39	IGR39_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	5.857354843
IGROV1	IGROV1_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	30.06038712
IM95	IM95_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	21.88219356
IMR-32	IMR32_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.54187097
IPC-298	IPC298_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	14.36709678
Ishikawa_Heraklio_02_ER-	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	34.03896777
IST-MES1	ISTMES1_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	2.873419357
IST-MES2	ISTMES2_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	3.647032261
J82	J82_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	4.752193552
JeKo-1	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.868064519
JHH-1	JHH1_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	4.531161294
JHH-2	JHH2_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	5.857354843
JHH-4	JHH4_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	4.641677423
JHH-5	JHH5_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	7.294064521
JHH-6	JHH6_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	3.094451615
JHH-7	JHH7_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	9.062322587
JHOC-5	JHOC5_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.641677423
JHOM-1	JHOM1_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	2.320838711
JHOM-2B	JHOM2B_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.97322581
JHOS-2	JHOS2_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.089096777
JHOS-4	JHOS4_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.978580648
JHUEM-1	JHUEM1_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	22.65580647
JHUEM-2	JHUEM2_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	15.5827742
JHUEM-3	JHUEM3_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	0
JHUEM-7	JHUEM7_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	90.51270974
JIMT-1	JIMT1_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	2.652387099
JK-1	JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	2.873419357
JL-1	JL1_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	1.547225808
JM1	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	2.762903228
JMSU-1	JMSU1_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	5.083741939
JURKAT	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	0
JURL-MK1	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	0
JVM-2	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	1.878774195
JVM-3	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	4.089096777
K029AX	K029AX_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.310129035
K-562	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	6.18890323
KALS-1	KALS1_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	3.75754839
KARPAS-299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	2.873419357
KARPAS-620	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	2.652387099
KASUMI-1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	4.089096777
KASUMI-2	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Leukemia_Other	Haematopoietic	NOVARTIS_BROAD_1651	ALAL	Leukemia	Acute Undifferentiated Leukemia	8.841290329
Kasumi-6	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.204967744
KATO_III	KATOIII_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	7.294064521
KCI-MOH1	KCIMOH1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
KCL-22	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	27.51851615
KE-37	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Leukemia_Other	Haematopoietic	NOVARTIS_BROAD_1651	ALAL	Leukemia	Acute Undifferentiated Leukemia	2.762903228
KE-39	KE39_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	5.304774197
KE-97	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.199612906
KELLY	KELLY_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	3.094451615
KG-1-C	KG1C_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	0
KG-1	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.094451615
KHM-1B	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	5.967870972
Ki-JK	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	7.294064521
KLE	KLE_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	2.43135484
KLM-1	KLM1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
KM12	KM12_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	35.47567744
KMBC-2	KMBC2_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	8.178193554
KM-H2	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	7.625612909
KMM-1	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	12.48832259
KMRC-1	KMRC1_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	4.420645164
KMRC-20	KMRC20_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	3.315483873
KMRC-2	KMRC2_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	3.647032261
KMRC-3	KMRC3_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	4.862709681
KMS-11	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	6.18890323
KMS-12-BM	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.531161294
KMS-18	KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	0
KMS-20	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.752193552
KMS-21BM	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	6.299419359
KMS-26	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.310129035
KMS-27	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	6.962516134
KMS-28BM	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	3.978580648
KMS-34	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	5.746838714
KNS-42	KNS42_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	3.978580648
