ENTITY_STABLE_ID	NAME	TRANSCRIPT_ID	AUR_01_01_01	AUR_01_01_03	AUR_01_02_01	AUR_01_02_03	AUR_01_02_04	AUR_01_03_01	AUR_01_03_02	AUR_01_03_04	AUR_01_03_06	AUR_01_04_01	AUR_01_04_02	AUR_01_04_03	AUR_01_05_03	AUR_03_409-2-01	AUR_03_409-2-02	AUR-493-1-03	AUR-493-1-02	AUR-493-4-03	AUR-493-4-02	AUR_03_549-2_03	AUR_03_549-3_03	AUR_03_549-3_01	AUR_500_02_02	AUR_500_02_01	AUR_01_07_03	AUR_01_07_05	AUR_01_07_01	AUR_01_09_03	AUR_01_09_04	AUR_01_10_08	AUR_01_10_09	AUR_01_10_03	AUR_01_10_01	AUR_01_11_03	AUR_01_11_12	AUR_01_11_04	AUR_01_11_05	AUR_01_11_07	AUR_01_11_08	AUR_01_11_09	AUR_01_11_11	AUR_01_11_01	AUR_01_12_03	AUR_01_12_04	AUR_01_12_06	AUR_01_13_03	AUR_01_13_04	AUR_01_13_01	AUR_03_549-5_05	AUR_03_549-6_01	AUR_03_549-7_03	AUR_13_676-1_03	AUR_13_676-1_01	AUR_13_676-2_03	AUR_13_676-2_01	AUR_13_676-5_03	AUR_13_676-5_01	AUR_13_676-6_03	AUR_13_676-7_03	AUR_13_676-7_01	AUR_01_14_03	AUR_01_14_04	AUR_01_14_05	AUR_01_14_06	AUR_01_14_07	AUR_01_14_08	AUR_01_15_03	AUR_01_15_12	AUR_01_15_04	AUR_01_15_06	AUR_01_15_07	AUR_01_15_08	AUR_01_15_09	AUR_01_15_10	AUR_01_15_11	AUR_01_15_01	AUR_01_16_03	AUR_01_16_04	AUR_01_17_04	AUR_01_17_05	AUR_01_17_06	AUR_01_17_02	AUR_01_19_03	AUR_01_19_05	AUR_01_19_06	AUR_01_20_03	AUR_01_20_04	AUR_01_20_05	AUR_01_20_06	AUR_01_20_09	AUR_01_20_08	AUR_01_22_04	AUR_01_22_06	AUR_01_22_07	AUR_01_22_09	AUR_01_22_01	AUR-_500_04_02	AUR-_500_04_01	AUR_500_06_02	AUR_500_06_01	AUR_500_03_02	AUR_500_03_01	AUR_06_01_03	AUR_06_01_01	AUR_06_02_03	AUR_06_02_01	AUR_06_03_03	AUR_06_05_03	AUR_06_05_01	AUR_Duke_05_18	AUR_Duke_05_27	AUR_Duke_01_11	AUR_Duke_01_20	AUR_5_412-1_03	AUR_5_412-3_03	AUR_5_412-3_01	AUR_5_412-5_03	AUR_5_412-5_05	AUR_5_412-5_01	AUR_5_412-6_03	AUR_5_412-6_01	AUR_5_412-7_03	AUR_5_412-8_03	AUR_5_412-8_01	AUR_5_412-10_03	AUR_5_412-10_01	AUR_03_549-8_03	BS14-E19700_A4	AUR_03_549-11_03	AUR_03_549-12_03	SVR-11-695_1-3
ch.2.147019764F	NA	NA	0.130668083	0.140038576	0.13578795	0.095048442	0.107257679	0.087750736	0.144217952	0.106048946	0.103514997	0.117348071	0.156179901	0.151998099	0.140440008	0.187537546	0.083878542	0.121373212	0.113443906	0.155847485	0.152622502	0.137351216	0.146107603	0.077816934	0.140300167	0.111596542	0.100217291	0.134619704	0.144779132	0.15159629	0.120925212	0.115664492	0.104414004	0.177726267	0.114927473	0.141419333	0.148284915	0.187625389	0.160027092	0.15420324	0.137271316	0.165282532	0.143459553	0.088892989	0.113141892	0.176486809	0.166557813	0.118711506	0.135912968	0.101214826	0.097008558	0.075885414	0.136152636	0.165283387	0.140594679	0.126765056	0.122429129	0.202589465	0.115580023	0.098535614	0.154576591	0.107956945	0.161022625	0.140106331	0.187181536	0.14282053	0.143316534	0.13378999	0.090624318	0.131311231	0.123568651	0.152160413	0.153996382	0.132683675	0.134861294	0.153124019	0.141533191	0.10182788	0.114629329	0.151837465	0.091684607	0.161935375	0.128468002	0.126078201	0.160084837	0.131655009	0.103982222	0.155971866	0.167599635	0.182750383	0.126012485	0.086717494	0.078091864	0.108573023	0.088159033	0.132307744	0.151392366	0.072106641	0.120162991	0.074687697	0.094911818	0.11294618	0.149373026	0.085621118	0.139233893	0.149374438	0.124402176	0.178129609	0.114358625	0.171163935	0.123324695	0.086604636	0.094737748	0.106646315	0.062711599	0.131049472	0.116012288	0.145800282	0.143291038	0.1333509	0.052461565	0.152902012	0.116707071	0.172254669	0.141869365	0.096829744	0.122953888	0.101124851	0.150473781	0.093264503	0.176776776	0.144842717	0.094755836
ch.2.1471425F	NA	NA	0.059585618	0.075878431	0.074650267	0.06891173	0.06841234	0.074420572	0.111911895	0.051664729	NA	0.12490656	0.071277827	0.076122333	0.087263071	0.145166325	NA	0.090373881	0.112501176	0.215994327	0.131872465	0.127769878	0.135196926	NA	0.084726924	0.11634615	0.08002022	0.088514349	0.091555157	0.133211155	0.113617274	0.066311438	0.059378934	0.156774272	NA	0.132934025	0.082487228	0.102859114	0.095232288	0.090850642	0.124875634	0.099147724	0.120847371	NA	0.110377439	0.121537279	0.149905109	0.102389331	0.101432411	NA	NA	NA	0.121402817	0.091591928	NA	NA	NA	0.080819661	NA	0.121728424	0.089473447	NA	0.08870067	0.124888743	0.124010431	0.096215537	0.144482999	0.092251948	0.384939942	0.399148989	0.282176346	0.429899556	0.209380892	0.134289227	0.245815973	0.312379716	0.46232938	NA	0.083378173	0.059257177	0.123816372	0.102079741	0.068054394	0.130746412	NA	0.112304645	0.108597383	0.274316947	0.585819045	0.117395299	0.167027123	NA	NA	0.097861599	0.056636573	0.067964742	0.114117101	NA	0.113744213	NA	0.063238035	0.086069647	0.098092662	NA	0.07736292	0.127960058	0.098450966	NA	NA	0.136083829	0.068502346	NA	NA	NA	NA	0.107181601	0.070378862	0.070136068	0.075676422	0.064249941	NA	0.129942135	0.138590538	0.108965922	0.175549317	NA	0.103267334	NA	0.174392024	NA	0.184711047	0.070367107	NA
ch.2.148072779R	NA	NA	0.055356546	0.060885817	0.06150932	0.062662756	0.060667135	0.091113797	0.100930266	0.070321513	0.080964599	0.090647434	0.041527515	0.04868688	0.059493804	0.067156268	0.091429006	0.044884019	0.110349863	0.116115466	0.133917419	0.049373839	0.067437038	0.057841754	0.057519049	0.082110917	0.061520111	0.090660308	0.08346956	0.076904025	0.072915074	0.062217194	0.076394071	0.109572717	0.067449215	0.109875362	0.078383162	0.095319436	0.089464346	0.106221644	0.178766526	0.097208	0.104870082	0.106426567	0.063729113	0.0806232	0.149764391	0.070909773	0.086575452	0.133115856	0.081835899	0.136603063	0.086249403	0.07963057	0.108783371	0.109496128	0.068147521	0.067586532	0.153644225	0.092516881	0.077027865	0.112641008	0.077553476	0.104028636	0.123873533	0.089922062	0.094430465	0.06126885	0.160923276	0.188833967	0.127516577	0.198090059	0.151032217	0.107254342	0.130924883	0.138952621	0.216761638	0.054803141	0.065230551	0.07883018	0.054517839	0.061541679	0.068713726	0.077161436	0.232836431	0.073226995	0.102298811	0.145713308	0.359636272	0.080264436	0.103557963	0.066873764	0.11125757	0.063324297	0.044901464	0.063429984	0.077974937	0.032817035	0.044027194	0.13414712	0.067727284	0.084990337	0.091655229	0.130939399	0.050429585	0.105846762	0.083312249	0.075086735	0.129718562	0.107499207	0.079370039	0.076470082	0.082809853	0.061568184	0.038754524	0.098272571	0.057630544	0.064750184	0.056074286	0.074669216	0.062239237	0.095988418	0.182084813	0.075629088	0.187485007	0.103141432	0.069373522	0.121696933	0.074353018	0.051824859	0.147836874	0.051656882	0.070723871
ch.2.148139564F	NA	NA	0.037255212	0.032815815	0.034132049	0.027169831	0.032377384	0.028866653	0.034693674	0.022427996	0.063401111	0.030062213	0.042748916	0.03361141	0.028349738	0.032610032	NA	0.030288338	0.038715493	0.044606047	0.038855321	0.032338679	0.02850015	0.051276996	0.029204511	0.032761375	0.031374094	0.031406299	0.032691739	0.027388041	0.030574541	0.034320599	0.026908442	0.03678676	0.050879452	0.043792304	0.022245872	0.027587955	0.027512353	0.033192321	0.043341204	0.039451243	0.034293806	0.022313351	0.031098906	0.033661445	0.038847439	0.023878232	0.037665143	0.05108301	0.061946509	0.037045698	0.051452196	0.038636779	0.067520373	0.059923666	0.061355942	0.028384986	0.104744859	0.038170326	0.038826339	0.04493078	0.028408872	0.031269382	0.030560818	0.026832746	0.031715161	0.034663135	0.029780767	0.07233339	0.033436402	0.056421746	0.046544778	0.038889149	0.051210511	0.049788659	0.094005673	0.058358199	0.024495522	0.029990992	0.029973697	0.046085686	0.039936866	0.028023011	0.089348264	0.036306267	0.041663647	0.04475141	0.062059254	0.029887914	0.029448868	NA	NA	0.026619415	0.018121459	0.033257896	0.034891086	0.044755237	0.030111385	0.03587838	0.031451929	0.027396713	0.038827572	0.043432591	0.037991064	0.034720573	0.023262779	0.036111196	0.036929728	0.046701972	0.031999848	0.045940834	0.068929354	0.052405202	0.041874801	0.035041348	0.032947034	0.036039439	0.029071521	0.035412632	NA	0.025607483	0.043731758	0.044480539	0.028363846	NA	0.030351032	0.061803341	0.033038308	0.042768757	0.064176554	0.033914993	NA
ch.2.1497140R	SPRED2	NM_001128210	0.103920244	0.117095713	0.094717594	0.072964422	0.095789407	0.086114163	0.11930202	0.093945489	0.089904125	0.097626151	0.101279578	0.09194197	0.090865596	0.110061024	NA	0.099823016	0.108877535	0.112173908	0.114855254	0.111774498	0.132391273	0.085566244	0.102759238	0.136520943	0.111184182	0.143475747	0.12450627	0.142406909	0.132979497	0.132114936	0.085664663	0.106758585	0.107460875	0.165231718	0.072627448	0.139590852	0.111633722	0.114778337	0.11128514	0.130587399	0.118764678	NA	0.104927531	0.1115373	0.129941741	0.101051906	0.107179822	0.085620387	0.115365513	0.096228555	0.124081081	0.126686206	0.124600805	0.103917394	0.121879455	0.141299034	0.109189002	0.108372926	0.131808899	0.106165047	0.132282338	0.129597506	0.124953265	0.089612728	0.11971724	0.108983332	0.084406973	0.114144698	0.116648165	0.145218598	0.125364535	0.113349024	0.117418276	0.121257809	0.110920058	NA	0.116764731	0.10723385	0.093264499	0.122600855	0.091093529	0.11629055	0.086423439	0.110990382	0.112257775	0.140858376	0.12252344	0.107063737	0.11425455	NA	NA	0.103147242	0.071582294	0.131142895	0.100796651	NA	0.066017898	NA	0.110960735	0.097206736	0.096689523	0.101730297	0.116053357	0.113754417	0.092807579	0.120400356	0.083709088	0.128760358	0.123378323	0.075290588	NA	0.094980567	NA	0.118591273	0.129017479	0.096023031	0.088571049	0.103372048	NA	0.10900279	0.112584909	0.117131867	0.104698649	NA	0.124128031	0.08268622	0.105499818	0.08117575	0.115925905	0.110144631	0.081271344
ch.2.151427551F	NA	NA	0.039485823	0.040123561	0.057471447	0.041190962	0.062578374	0.064835375	0.087402622	0.045740423	0.0631958	0.06261318	0.051388775	0.055806216	0.065576098	0.060361002	NA	0.050561345	0.056044579	0.08595897	0.062182666	0.059015142	0.078208531	0.0553447	0.075381685	0.049733331	0.03777931	0.053900113	0.039072828	0.078346945	0.043561025	0.076352738	0.038635524	0.06184087	0.081447905	0.052811606	0.051508723	0.052586131	0.055805147	0.068637702	0.05490712	0.065218701	0.051637781	0.075548234	0.063538317	0.062263224	0.064428576	0.04707814	0.045406235	0.093211514	0.065582515	0.062537214	0.058048045	0.064547235	0.101780383	0.055305625	0.123059836	0.050958765	0.05890124	0.055440503	0.057674741	0.0617837	0.064610212	0.055573011	0.084494705	0.041442027	0.070722231	0.059577843	0.065870809	0.088115323	0.069263441	0.097526688	0.077045715	0.048031952	0.067633803	0.08265228	0.135369367	0.057973266	0.050481343	0.06377319	0.051364487	0.050868937	0.05082435	0.052478787	0.11177158	0.044840849	0.075722347	0.077951462	0.094463731	0.068408851	0.084148655	NA	0.068391451	0.04667074	0.042184382	0.039649926	0.037306217	0.049313229	0.053440413	NA	0.041519909	0.03890693	0.059511446	0.058768833	0.075128855	0.059714412	0.03812793	0.064734278	0.069533485	0.050809218	0.052778005	0.063783262	0.050098082	0.062613327	0.059889143	0.054352527	0.055827698	0.044992785	0.033771701	0.041041107	NA	0.057385088	0.061207618	0.044264564	0.047325226	NA	0.046045456	0.063034614	0.075184551	0.057578887	0.117519768	0.050957798	NA
ch.2.154083652F	AC012501.2	NA	0.084559647	0.059185635	0.09662856	0.084159236	0.176514826	0.092098427	0.12285385	NA	NA	NA	0.120376884	0.091830672	0.076216611	NA	NA	0.104939012	NA	NA	0.163246192	NA	0.093312709	NA	0.089843243	0.114731974	0.080166124	0.10749204	0.115726736	0.077607285	0.095624453	0.098411323	0.182384017	0.182351059	NA	0.084545671	0.086478234	0.162804856	0.094894243	0.118695744	NA	0.070009514	0.140429534	0.061622371	0.104939285	0.093690529	0.103659648	0.120338438	0.121619431	NA	NA	NA	NA	NA	NA	NA	NA	0.115081424	NA	0.116314898	NA	NA	0.110625856	NA	0.123656368	0.172747789	NA	NA	0.054297992	0.273808793	0.135696749	0.136632605	0.155576912	0.119209947	0.215890633	0.147087682	NA	NA	0.086304757	0.152664391	0.097625329	0.070254975	0.069314657	0.069757387	0.30217346	0.099615266	0.122209382	0.160182837	0.67219707	0.126786366	NA	NA	NA	0.102814655	0.100398313	0.078033091	0.106146396	NA	0.095244348	NA	0.079904738	0.125046599	0.192958781	NA	NA	0.137711307	NA	0.107333868	NA	0.084663756	0.08583774	NA	NA	0.084722398	NA	0.109650302	0.105017237	0.134057738	0.094873684	0.09233435	NA	0.107074925	0.135367495	0.123149702	0.365035219	NA	0.129594391	NA	NA	NA	0.08485979	0.143164695	NA
ch.2.154349706F	NA	NA	0.042289799	0.031904836	0.030632381	0.030309471	0.033088947	0.031318639	0.04559566	0.036984485	0.040104748	0.031150037	0.045012437	0.042409068	0.03123738	0.043736152	0.072800806	0.041097852	0.040263368	0.037644652	0.039755958	0.038076675	0.044831758	0.050820742	0.034424287	0.025926815	0.038803777	0.043586963	0.045533131	0.032634801	0.033290511	0.037827363	0.037857203	0.042567993	0.039194681	0.05155464	0.026750766	0.049960088	0.052007098	0.047429931	0.044593416	0.045036365	0.051311329	0.080104469	0.042209611	0.0450746	0.040727128	0.034601325	0.037085802	0.043340275	0.048405064	0.062447957	0.034187412	0.027878625	0.054315606	0.045176044	0.044911721	0.053394046	0.052583223	0.045342266	0.031891705	0.031184649	0.037722246	0.040526765	0.038611505	0.049674978	0.041535266	0.043246016	0.034472699	0.058149999	0.053200698	0.052459103	0.051910785	0.038447713	0.064816061	0.059582828	0.050098228	0.070901669	0.029734586	0.040237589	0.039680894	0.053488067	0.037958423	0.04802312	0.162452927	0.045042345	0.043412582	0.101173079	0.084866832	0.03801939	0.038188336	0.106341434	NA	0.035358916	0.022789219	0.037081424	0.040188354	0.056399447	0.036166993	0.028955763	0.036726752	0.025260712	0.041213935	0.060229705	0.053426843	0.04525842	0.047600456	0.047262813	0.043233723	0.047275447	0.033815139	0.040361176	0.068588631	0.038053357	0.066341596	0.035256258	0.034882569	0.024347085	0.039208659	0.051704096	NA	0.034487762	0.039059758	0.042648073	0.046501313	0.119885556	0.049381099	NA	0.068767112	0.035244319	0.05748599	0.046714243	0.082396348
ch.2.1546374F	HZGJ;PNO1	NA;NM_020143	0.083208536	0.058089934	0.051441339	0.058720913	0.056454885	0.082962875	0.067285322	0.040875823	NA	0.081329364	0.104862738	0.063987616	0.073995471	0.087280279	NA	0.088355058	0.100374293	0.059553044	0.056298725	0.095992881	0.073530039	NA	0.088724276	0.05976523	0.051825883	0.075569504	0.068961344	0.075377983	0.083573923	0.066729145	0.053769377	0.104391333	NA	0.069204196	0.068217011	0.089758586	0.080314657	0.077359746	0.074780063	0.073160989	0.109055279	NA	0.084653017	0.079575911	0.067579925	0.077944382	0.075030931	NA	NA	NA	0.086931735	0.086541753	NA	NA	NA	0.073832162	NA	0.066290274	0.077527128	NA	0.091135974	0.097691883	0.073310578	0.071702318	0.096045574	0.085723932	0.070580301	0.086615455	0.065643788	0.058342042	0.059255215	0.061954749	0.066929903	0.085871271	0.111653915	NA	0.048096688	0.075193507	0.085867119	0.069528784	0.070778877	0.080289837	0.082043805	0.080363522	0.102180436	0.08665009	0.073560607	0.088928579	0.0896955	NA	NA	0.102807298	NA	0.066844061	0.104204097	NA	0.121041597	NA	0.084464388	0.089966014	0.071584143	NA	0.066481982	0.081925141	0.113452832	0.119689501	NA	0.093892577	0.052088629	NA	NA	NA	NA	0.082915711	0.068977586	0.067130843	0.071479332	0.074474665	NA	0.081580986	0.064709096	0.077218864	0.076990412	NA	0.074395645	NA	0.062564522	NA	0.064150692	0.047330617	NA
ch.2.1564633R	ANTXR1	NM_053034	NA	NA	0.150510678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.136785903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104628529	0.130011507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166534041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.152430438	NA
ch.2.1580620R	ANXA4	NM_001320702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.081677844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.105725447	NA
ch.2.159251619R	AC005042.4;AC005042.5	NA	0.085542646	0.061838212	0.056852016	0.058083826	0.057482475	0.060440153	0.086381639	0.075075199	NA	0.097613235	0.060962943	0.069537098	0.061766135	0.099133219	NA	0.098791438	0.112218479	0.122437428	0.09786649	0.080423837	0.068128557	NA	0.074597188	0.059052323	0.051186182	0.087408785	0.082977932	0.067352702	0.064493444	0.051625184	0.062648904	0.080974638	NA	0.083788223	0.069206496	0.088524751	0.064735901	0.074512647	0.093906099	0.070958154	0.065220807	NA	0.083673305	0.065985491	0.088122058	0.088204707	0.059131865	NA	NA	NA	0.082513715	0.117633773	NA	NA	NA	0.069264649	NA	0.088620275	0.096454013	NA	0.096687406	0.127249541	0.091342458	0.079600035	0.128779707	NA	0.048078107	0.100196389	0.06321439	0.065224002	0.087538545	0.060772533	0.099113978	0.074726636	0.097702832	NA	0.103470247	0.078129163	0.065584545	0.060512406	0.070661751	0.066758842	0.194352632	0.069654198	0.088710529	0.163593559	0.399737279	0.103166869	0.098466468	NA	NA	0.083880133	0.066141215	0.056485822	0.067616882	NA	0.087428377	NA	0.06623729	0.111000024	0.087385406	NA	0.09677592	0.083100385	0.08462236	0.07596233	0.116969218	0.078079436	0.06097511	NA	NA	NA	NA	0.101932477	0.07705877	0.081030906	0.073834264	0.06620102	NA	0.080276388	0.090121702	0.090133077	0.112797559	NA	0.08703641	NA	0.121503477	NA	0.076725254	0.06916652	NA
ch.2.16021824F	NA	NA	0.041117021	0.043295853	0.041979177	0.037875275	0.033688984	0.024579163	0.052890727	0.02652659	0.053279296	0.042810201	0.03151593	0.039862612	0.044929236	0.04135561	0.054577382	0.037829872	0.039690636	0.047825252	0.045264566	0.047741559	0.054981583	0.033862177	0.043980241	0.042442573	0.035162277	0.036940622	0.035003126	0.053631333	0.038617107	0.045317638	0.043411583	0.043964448	0.080678221	0.04797978	0.032047362	0.051020883	0.044208282	0.061705067	0.05461108	0.040741428	0.056200815	0.048865007	0.046146487	0.054289971	0.031615824	0.037006585	0.047107157	0.047611319	0.049886373	0.038449287	0.03950187	0.04265407	0.051421877	0.050656569	0.052061536	0.045395624	0.044136083	0.044652993	0.041850986	0.042488347	0.04320558	0.044091572	0.056479754	0.049037121	0.042854015	0.044799499	0.023638362	0.059142702	0.049781764	0.050365112	0.054815586	0.047240047	0.045049267	0.041810071	0.057011767	0.040171056	0.043141968	0.05423091	0.046337517	0.053164188	0.054353103	0.039786791	0.074835928	0.049440527	0.047927396	0.073633066	0.087774849	0.053306075	0.047744978	0.052406187	0.073752905	0.045381271	0.028834103	0.035159123	0.039865838	0.050537036	0.032150971	0.05386078	0.033676792	0.038672354	0.040512428	0.044168957	0.038052124	0.045934284	0.049114189	0.047467602	0.036290381	0.041878608	0.045660299	0.048017595	0.044342811	0.040162193	0.049934714	0.051106742	0.048375169	0.045137027	0.036320367	0.038624303	0.053186012	0.062766191	0.056104479	0.038959915	0.037689286	0.05393506	0.047114605	0.058461044	0.052622877	0.033077575	0.065575484	0.03631457	0.056475014
ch.2.16021837F	NA	NA	0.030458792	0.026801428	0.029910273	0.030821856	0.020185629	0.024235441	0.030317258	0.025160068	0.039870994	0.027969437	0.028786036	0.032572464	0.022298098	0.030169403	0.049016499	0.028269061	0.029550938	0.031530605	0.027029559	0.035699383	0.02063652	0.027038792	0.026181887	0.026273841	0.030560282	0.031115542	0.034456141	0.031236132	0.030663555	0.032813874	0.031269691	0.040086546	0.035686711	0.029155684	0.021733753	0.036998303	0.035208126	0.034324783	0.043873721	0.041791874	0.037933384	0.041573439	0.032077123	0.041611626	0.025457725	0.03618343	0.027772433	0.043997025	0.055724216	0.065661989	0.028240382	0.024506645	0.041039603	0.026362118	0.045054697	0.028624207	0.052394151	0.023626816	0.032181421	0.03123776	0.032262828	0.031462311	0.036261336	0.044882024	0.028767507	0.028920101	0.01951858	0.033058785	0.032543944	0.02930149	0.040123565	0.023306734	0.040002928	0.032794803	0.038734177	0.031160794	0.023379599	0.031196997	0.032299342	0.035173983	0.024302675	0.02698051	0.076965345	0.040599893	0.028658234	0.058061569	0.048868133	0.033032815	0.025912328	0.05297782	0.028441445	0.029858367	0.017343979	0.029948089	0.027725681	0.021614043	0.032219172	0.039120504	0.032726487	0.026976084	0.035634809	0.06913555	0.035203144	0.02929288	0.027192584	0.031545932	0.023354025	0.038509144	0.031600754	0.032804297	0.044662984	0.047304599	0.026522936	0.030948117	0.03152655	0.022278992	0.020732283	0.033993605	0.036535078	0.038341239	0.031459282	0.03136431	0.029757488	0.048211528	0.032975416	0.046585654	0.030783536	0.027665114	0.034272593	0.031081856	0.037104527
ch.2.16090152F	AC010145.4	NA	0.114166142	0.16050424	0.191080121	0.127791256	0.238561699	0.254207489	0.406730063	0.308452542	0.322814428	0.164410367	0.101281482	0.122242695	0.170992883	0.323187341	0.163164036	0.129556729	0.218312243	0.503131075	0.3122472	0.291288598	0.082493559	NA	0.092119152	0.20144427	0.067264048	0.147479849	0.192071586	0.275511755	0.234523973	0.134232707	0.190656686	0.265061979	NA	0.232688174	0.28901621	0.411901267	0.236822176	0.293505244	0.263685262	0.27883266	0.354945768	NA	0.102313442	0.143032609	0.312393324	0.259424952	0.284472775	0.450323559	0.393181585	0.638360416	0.294509825	0.216012994	0.221776785	0.269381972	0.160799171	0.092888417	0.152137901	0.271850557	0.330394892	0.226090896	0.213765483	0.23656763	0.225355729	0.223289693	0.181953734	0.219958568	0.238575958	0.243631285	0.268814013	0.349806086	0.339917967	0.146275998	0.256650588	0.228810506	0.242769535	NA	0.139647476	0.143071063	0.301141239	0.224550995	0.187169625	0.257993483	0.372539508	0.226916218	0.218829592	0.347827645	0.791114824	0.276672569	0.294892119	0.544708209	NA	0.069298058	0.039229664	0.092334479	0.110804299	NA	0.078414947	NA	0.054631132	0.075869826	0.18000381	0.172250496	0.127248043	0.162307706	0.27924388	0.235738559	0.315115081	0.244741039	0.17341813	0.114055391	NA	0.259373911	NA	0.13683248	0.068026696	0.099131012	0.077922066	0.103878186	NA	0.180760939	0.244145439	0.081511484	0.129024705	NA	0.11303059	NA	0.337812315	0.167191987	0.258331718	0.147651894	NA
ch.2.161489025R	NA	NA	0.056936378	0.069608014	0.055842896	0.06403226	0.06144377	0.053750194	0.069575994	0.055169058	0.087905017	0.087064235	0.061961522	0.064368673	0.063950521	0.078073532	NA	0.052799492	0.065832135	0.109824116	0.080509703	0.090860838	0.09498039	0.055829715	0.046240993	0.053403235	0.05081803	0.073293276	0.074923977	0.072798747	0.06778356	0.057951839	0.05321348	0.100872237	0.096169822	0.063563076	0.066947363	0.053491328	0.070499949	0.087009292	0.080814283	0.07695564	0.078895848	0.098680325	0.051034978	0.06895872	0.1123929	0.06564358	0.057879509	0.110494222	0.129572911	0.12997716	0.084792382	0.072309638	0.096212549	0.088220982	0.089942824	0.075051327	0.134630189	0.052730489	0.06756274	0.085463874	0.057583003	0.06377141	0.100677293	0.071595828	0.080945282	0.056990118	0.099895348	0.187162678	0.116926744	0.194593049	0.126021604	0.097051566	0.117577071	0.117531124	0.192159029	0.123820424	0.086618304	0.064969267	0.062974743	0.056179719	0.060800193	0.075565375	0.159488957	0.072658022	0.065552642	0.130407924	0.112789581	0.069479528	0.076656127	0.080752758	0.121403527	0.065230043	0.0402265	0.056790116	0.06523548	0.043442718	0.053743981	0.103787097	0.075969403	0.067549144	0.067279837	0.122209601	0.056623182	0.065472214	0.063338505	0.063550103	0.056852447	0.101845257	0.052157494	0.115766454	0.114557804	0.081846031	0.070039026	0.087972996	0.076532497	0.08275842	0.059517689	0.050744384	NA	0.098284334	0.100160445	0.059130354	0.12497107	NA	0.064951082	0.104531812	0.080370914	0.070499472	0.1199211	0.061249594	NA
ch.2.1615265F	NAGK	NM_017567	0.041653827	0.042581023	0.059150635	0.040687052	0.095208566	0.126760547	0.10991114	0.045379325	0.050285956	0.039929515	0.029416934	0.042145438	0.073098562	0.102003436	0.056207863	0.030587839	0.053668684	0.086784768	0.074005353	0.062158195	0.149034241	0.036943438	0.042032994	0.063956737	0.038474615	0.067230399	0.064268262	0.076028196	0.064235758	0.067736908	0.050648662	0.092656594	0.041335229	0.056359665	0.077306987	0.131486215	0.07391977	0.072709146	0.057738452	0.083772088	0.091514537	0.033025212	0.108074754	0.101205218	0.114421206	0.087028457	0.092568975	0.123575112	0.054749312	0.086820851	0.124010582	0.05935373	0.080784181	0.092685091	0.046235233	0.111622878	0.071735958	0.099177827	0.067347949	0.08195402	0.070296678	0.063929283	0.069391214	0.061057858	0.053219828	0.057793575	0.050958574	0.100810698	0.071736749	0.082800675	0.105095643	0.051443592	0.083489869	0.084866805	0.065384937	0.044822999	0.063394005	0.050660748	0.059688722	0.05860391	0.06306449	0.067899217	0.152381512	0.054302779	0.130189039	0.131133949	0.122472605	0.079338348	0.089627154	0.067855813	0.036648179	0.044062816	0.030421236	0.058678494	0.062250559	0.025746265	0.025777285	0.033215228	0.040281404	0.054929587	0.059002904	0.047385978	0.057863822	0.046184457	0.057348123	0.05478778	0.075478825	0.270307157	0.076989401	0.043112171	0.04703859	0.03392649	0.061140847	0.055609684	0.032968464	0.041746264	0.029620707	0.053602195	0.053771403	0.055283263	0.06733775	0.080674238	0.062973693	0.048537001	0.04470011	0.072647167	0.102213311	0.054732648	0.145426422	0.071890167	0.060205904
