#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID	Proteomics TMT label	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	Tumor Break Load
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	The type of sample (i.e., Primary, normal, met, recurrence).	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID used in proteomics assay	Proteomics TMT label used in proteomics assay	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	The sum of unbalanced somatic chromosomal breaks per tumor sample (Lakbir et al., Eur J Cancer 2022; Data from new manuscript in progress)
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER	STRING	STRING	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HISTOLOGY	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE	PROTEOMICS_10PLEX_ID	PROTEOMICS_TMT_LABEL	TMB_NONSYNONYMOUS	ONCOTREE_CODE	SUBTYPE	LINEAGE	LINEAGE_SUBTYPE	LINEAGE_SUB_SUBTYPE	LINEAGE_MOLECULAR_SUBTYPE	CANCER_TYPE	CANCER_TYPE_DETAILED	TBL_SCORE
201T_LUNG	201T_LUNG	NA	NA	NA	ACH-002089	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	10.1	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
EMCBAC1_LUNG	EMCBAC1_LUNG	NA	NA	NA	ACH-002101	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	14.7666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), unspecified	lung	NSCLC			Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
EMCBAC2_LUNG	EMCBAC2_LUNG	NA	NA	NA	ACH-002102	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	5.63333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), unspecified	lung	NSCLC			Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
LC2AD_LUNG	LC2AD_LUNG	NA	NA	NA	ACH-002157	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	11.3666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
NCIH1993_LUNG	NCIH1993_LUNG	NA	NA	NA	ACH-001137	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	17.2	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
NCIH720_LUNG	NCIH720_LUNG	NA	NA	NA	ACH-002174	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	10.5333333333	LUCA	Carcinoid	lung	lung_carcinoid			Non-Small Cell Lung Cancer	Lung Carcinoid	
NCIH835_LUNG	NCIH835_LUNG	NA	NA	NA	ACH-002177	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	21.6333333333	LUCA	Carcinoid	lung	lung_carcinoid			Non-Small Cell Lung Cancer	Lung Carcinoid	
UMC11_LUNG	UMC11_LUNG	NA	NA	NA	ACH-001417	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	11.5	LUCA	Carcinoid	lung	lung_carcinoid			Non-Small Cell Lung Cancer	Lung Carcinoid	
NCIH1770_LUNG	NCIH1770_LUNG	NA	NA	NA	ACH-001362	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	34.3666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), unspecified	lung	NSCLC			Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
NCIH2135_LUNG	NCIH2135_LUNG	NA	NA	NA	ACH-001363	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	22.6333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), unspecified	lung	NSCLC			Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
CORL321_PLEURA	CORL321_PLEURA	NA	NA	NA	ACH-001490	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8666666667	PLEURA	Carcinoma	lung	lung_carcinoma			Pleural Cancer, NOS	Pleura	
CORL303_LUNG	CORL303_LUNG	NA	NA	NA	ACH-002095	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	8.76666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
CORL32_LUNG	CORL32_LUNG	NA	NA	NA	ACH-001489	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	NA	NA	11.3333333333	LUSC	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	lung	NSCLC	NSCLC_squamous		Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	
ISTSL1_LUNG	ISTSL1_LUNG	NA	NA	NA	ACH-002144	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	10.4666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
ISTSL2_LUNG	ISTSL2_LUNG	NA	NA	NA	ACH-002145	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	11.0333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
LB647SCLC_LUNG	LB647SCLC_LUNG	NA	NA	NA	ACH-002154	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	11.8333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
LU134A_LUNG	LU134A_LUNG	NA	NA	NA	ACH-002051	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	11.2333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
LU135_LUNG	LU135_LUNG	NA	NA	NA	ACH-001549	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	13.7	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
LU139_LUNG	LU139_LUNG	NA	NA	NA	ACH-002052	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	14.0666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
LU165_LUNG	LU165_LUNG	NA	NA	NA	ACH-002077	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	11.7666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
MS1_LUNG	MS1_LUNG	NA	NA	NA	ACH-001958	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	8.76666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH1417_LUNG	NCIH1417_LUNG	NA	NA	NA	ACH-001591	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	11.0666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH1688_LUNG	NCIH1688_LUNG	NA	NA	NA	ACH-002170	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	16.8	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH250_LUNG	NCIH250_LUNG	NA	NA	NA	ACH-002171	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	23.3333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH345_LUNG	NCIH345_LUNG	NA	NA	NA	ACH-001364	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	23.3333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH378_LUNG	NCIH378_LUNG	NA	NA	NA	ACH-002173	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	12.3666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH64_LUNG	NCIH64_LUNG	NA	NA	NA	ACH-001599	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	16.1	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH748_LUNG	NCIH748_LUNG	NA	NA	NA	ACH-002176	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	19.5	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
NCIH847_LUNG	NCIH847_LUNG	NA	NA	NA	ACH-001365	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	10.0333333333	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
SBC1_LUNG	SBC1_LUNG	NA	NA	NA	ACH-002196	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	NA	NA	NA	NA	17.0666666667	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	
H2369_PLEURA	H2369_PLEURA	NA	NA	NA	ACH-002123	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	5.03333333333	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2373_PLEURA	NCIH2373_PLEURA	NA	NA	NA	ACH-002124	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.63333333333	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2461_PLEURA	NCIH2461_PLEURA	NA	NA	NA	ACH-002125	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.53333333333	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2591_PLEURA	NCIH2591_PLEURA	NA	NA	NA	ACH-002126	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	3.96666666667	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2595_PLEURA	NCIH2595_PLEURA	NA	NA	NA	ACH-002127	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.7	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2722_PLEURA	NCIH2722_PLEURA	NA	NA	NA	ACH-002128	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.36666666667	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2731_PLEURA	NCIH2731_PLEURA	NA	NA	NA	ACH-002129	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	5.86666666667	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2795_PLEURA	NCIH2795_PLEURA	NA	NA	NA	ACH-002130	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	3.5	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2803_PLEURA	NCIH2803_PLEURA	NA	NA	NA	ACH-002131	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.1	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2804_PLEURA	NCIH2804_PLEURA	NA	NA	NA	ACH-002132	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	3.86666666667	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2810_PLEURA	NCIH2810_PLEURA	NA	NA	NA	ACH-002133	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	3.33333333333	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2818_PLEURA	NCIH2818_PLEURA	NA	NA	NA	ACH-002134	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	3.2	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
NCIH2869_PLEURA	NCIH2869_PLEURA	NA	NA	NA	ACH-002135	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	4.13333333333	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
H290_PLEURA	H290_PLEURA	NA	NA	NA	ACH-002136	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mesothelioma	NA	NA	NA	NA	5.46666666667	PLMESO	Mesothelioma	lung	mesothelioma			Mesothelioma	Pleural Mesothelioma	
D247MG_CENTRAL_NERVOUS_SYSTEM	D247MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002224	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	6.06666666667	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D263MG_CENTRAL_NERVOUS_SYSTEM	D263MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002225	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	4.06666666667	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D336MG_CENTRAL_NERVOUS_SYSTEM	D336MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002226	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	4.6	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D392MG_CENTRAL_NERVOUS_SYSTEM	D392MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002227	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	5.1	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D502MG_CENTRAL_NERVOUS_SYSTEM	D502MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002229	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	5.3	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D542MG_CENTRAL_NERVOUS_SYSTEM	D542MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002230	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	7.06666666667	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
D566MG_CENTRAL_NERVOUS_SYSTEM	D566MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002231	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	4.1	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
KNS81FD_CENTRAL_NERVOUS_SYSTEM	KNS81FD_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002259	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	8.83333333333	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002269	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	13.2666666667	ASTR	Astrocytoma	central_nervous_system	glioma	astrocytoma		Glioma	Astrocytoma, IDH-Mutant	
SKMG1_CENTRAL_NERVOUS_SYSTEM	SKMG1_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-002304	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glioma	NA	NA	NA	NA	7.76666666667	ASTR	Astrocytoma	central_nervous_system	glioma	astrocytoma		Glioma	Astrocytoma, IDH-Mutant	
PFSK1_CENTRAL_NERVOUS_SYSTEM	PFSK1_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-001711	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	medulloblastoma	NA	NA	NA	NA	3.9	PNET	Primitive Neuroectodermal Tumor (PNET)	central_nervous_system	PNET			Embryonal Tumor	Primitive Neuroectodermal Tumor	
BE2M17_AUTONOMIC_GANGLIA	BE2M17_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002217	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	10.2333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
CHP134_AUTONOMIC_GANGLIA	CHP134_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001338	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	6.9	NBL		peripheral_nervous_system	neuroblastoma		MYCN_amp	Peripheral Nervous System	Neuroblastoma	
GIMEN_AUTONOMIC_GANGLIA	GIMEN_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001344	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	14.8666666667	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
GOTO_AUTONOMIC_GANGLIA	GOTO_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001716	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	9.6	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
IMR5_AUTONOMIC_GANGLIA	IMR5_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002248	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	8.46666666667	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
LAN6_AUTONOMIC_GANGLIA	LAN6_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001355	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	8.2	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NBTU110_AUTONOMIC_GANGLIA	NBTU110_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002277	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	9.6	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB10_AUTONOMIC_GANGLIA	NB10_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002278	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	6.1	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB12_AUTONOMIC_GANGLIA	NB12_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002279	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	8.53333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB13_AUTONOMIC_GANGLIA	NB13_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002280	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	16.2	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB14_AUTONOMIC_GANGLIA	NB14_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002281	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	10.6333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB17_AUTONOMIC_GANGLIA	NB17_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002282	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	15.6333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
