#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID	Proteomics TMT label	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	Tumor Break Load
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	The type of sample (i.e., Primary, normal, met, recurrence).	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID used in proteomics assay	Proteomics TMT label used in proteomics assay	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	The sum of unbalanced somatic chromosomal breaks per tumor sample (Lakbir et al., Eur J Cancer 2022; Data from new manuscript in progress)
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER	STRING	STRING	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HISTOLOGY	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE	PROTEOMICS_10PLEX_ID	PROTEOMICS_TMT_LABEL	TMB_NONSYNONYMOUS	ONCOTREE_CODE	SUBTYPE	LINEAGE	LINEAGE_SUBTYPE	LINEAGE_SUB_SUBTYPE	LINEAGE_MOLECULAR_SUBTYPE	CANCER_TYPE	CANCER_TYPE_DETAILED	TBL_SCORE
NB5_AUTONOMIC_GANGLIA	NB5_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002283	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	10.2333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB6_AUTONOMIC_GANGLIA	NB6_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002284	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	5.46666666667	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB69_AUTONOMIC_GANGLIA	NB69_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002083	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	4.7	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NB7_AUTONOMIC_GANGLIA	NB7_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-002285	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	8.73333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
NH12_AUTONOMIC_GANGLIA	NH12_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001603	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	7.63333333333	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
TGW_AUTONOMIC_GANGLIA	TGW_AUTONOMIC_GANGLIA	NA	NA	NA	ACH-001674	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuroblastoma	NA	NA	NA	NA	16.5666666667	NBL		peripheral_nervous_system	neuroblastoma			Peripheral Nervous System	Neuroblastoma	
MZ1PC_PANCREAS	MZ1PC_PANCREAS	NA	NA	NA	ACH-002164	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pancreas	NA	NA	NA	NA	8.73333333333	PAAD	Ductal Adenocarcinoma	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
PL18_PANCREAS	PL18_PANCREAS	NA	NA	NA	ACH-002185	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pancreas	NA	NA	NA	NA	9.0	PAAD	Ductal Adenocarcinoma	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
PL4_PANCREAS	PL4_PANCREAS	NA	NA	NA	ACH-002186	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pancreas	NA	NA	NA	NA	5.9	PAAD	Ductal Adenocarcinoma	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
CP50MELB_SKIN	CP50MELB_SKIN	NA	NA	NA	ACH-002096	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	8.1	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
CP66MEL_SKIN	CP66MEL_SKIN	NA	NA	NA	ACH-002097	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	31.4	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
GAK_SKIN	GAK_SKIN	NA	NA	NA	ACH-002120	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	10.3333333333	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
GMEL_SKIN	GMEL_SKIN	NA	NA	NA	ACH-002121	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	17.3	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
HMVII_SKIN	HMVII_SKIN	NA	NA	NA	ACH-002040	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	12.3333333333	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
ISTMEL1_SKIN	ISTMEL1_SKIN	NA	NA	NA	ACH-002143	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	10.5666666667	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
LB2518MEL_SKIN	LB2518MEL_SKIN	NA	NA	NA	ACH-002152	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	12.8	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
LB373MELD_SKIN	LB373MELD_SKIN	NA	NA	NA	ACH-002153	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	5.96666666667	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
MMACSF_SKIN	MMACSF_SKIN	NA	NA	NA	ACH-002162	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	7.5	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
MZ2MEL_SKIN	MZ2MEL_SKIN	NA	NA	NA	ACH-002165	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	11.1666666667	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
MZ7MEL_SKIN	MZ7MEL_SKIN	NA	NA	NA	ACH-002166	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	73.2	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
WM1552C_SKIN	WM1552C_SKIN	NA	NA	NA	ACH-002205	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	6.9	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
WM278_SKIN	WM278_SKIN	NA	NA	NA	ACH-002206	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	8.8	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
WM35_SKIN	WM35_SKIN	NA	NA	NA	ACH-002207	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	melanoma	NA	NA	NA	NA	9.36666666667	SKCM	Melanoma	skin	melanoma			Melanoma	Cutaneous Melanoma	
A388_SKIN	A388_SKIN	NA	NA	NA	ACH-001442	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.43333333333	CSCC	Squamous Cell Carcinoma	epidermoid_carcinoma	skin_squamous			Skin Cancer, Non-Melanoma	Cutaneous Squamous Cell Carcinoma	
A431_SKIN	A431_SKIN	NA	NA	NA	ACH-001328	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1333333333	CSCC	Squamous Cell Carcinoma	skin	skin_squamous			Skin Cancer, Non-Melanoma	Cutaneous Squamous Cell Carcinoma	
DJM1_SKIN	DJM1_SKIN	NA	NA	NA	ACH-002100	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	CSCC	Squamous Cell Carcinoma	skin	skin_squamous			Skin Cancer, Non-Melanoma	Cutaneous Squamous Cell Carcinoma	
SW684_SOFT_TISSUE	SW684_SOFT_TISSUE	NA	NA	NA	ACH-002309	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	NA	NA	NA	144.966666667	FIBS	Fibrosarcoma	soft_tissue	fibrosarcoma			Soft Tissue Sarcoma	Fibrosarcoma	
RH1_SOFT_TISSUE	RH1_SOFT_TISSUE	NA	NA	NA	ACH-002194	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA	NA	NA	7.33333333333	ES	Ewings Sarcoma	bone	Ewing_sarcoma			Bone Cancer	Ewing Sarcoma	
MFHINO_SOFT_TISSUE	MFHINO_SOFT_TISSUE	NA	NA	NA	ACH-002271	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.2	MFH	Malignant Fibrous Histiocytoma	soft_tissue	malignant_fibrous_histiocytoma			Soft Tissue Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	
SW872_SOFT_TISSUE	SW872_SOFT_TISSUE	NA	NA	NA	ACH-002310	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.6	LIPO		soft_tissue	liposarcoma			Soft Tissue Sarcoma	Liposarcoma	
SW982_SOFT_TISSUE	SW982_SOFT_TISSUE	NA	NA	NA	ACH-001274	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4666666667	SYNS	Synovial	soft_tissue	synovial_sarcoma			Soft Tissue Sarcoma	Synovial Sarcoma	
VAESBJ_SOFT_TISSUE	VAESBJ_SOFT_TISSUE	NA	NA	NA	ACH-001702	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	EPIS	Epithelioid	soft_tissue	epithelioid_sarcoma			Soft Tissue Sarcoma	Epithelioid Sarcoma	
ASH3_THYROID	ASH3_THYROID	NA	NA	NA	ACH-001443	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	NA	NA	NA	17.4	THYROID	Carcinoma	thyroid	thyroid_carcinoma			Thyroid Cancer, NOS	Thyroid	
IHH4_THYROID	IHH4_THYROID	NA	NA	NA	ACH-001528	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	NA	NA	NA	11.8666666667	THPA	Carcinoma, papillary	thyroid	thyroid_carcinoma	papillary		Thyroid Cancer	Papillary Thyroid Cancer	
K5_THYROID	K5_THYROID	NA	NA	NA	ACH-002148	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	NA	NA	NA	7.1	THFO	Carcinoma, follicular	thyroid	thyroid_carcinoma			Thyroid Cancer	Follicular Thyroid Cancer	
RO82W1_THYROID	RO82W1_THYROID	NA	NA	NA	ACH-001384	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	NA	NA	NA	3.83333333333	THFO	Carcinoma, follicular	thyroid	thyroid_carcinoma	follicular		Thyroid Cancer	Follicular Thyroid Cancer	
DSH1_URINARY_TRACT	DSH1_URINARY_TRACT	NA	NA	NA	ACH-002235	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	urinary_tract	NA	NA	NA	NA	8.9	BLCA	Carcinoma	urinary_tract	bladder_carcinoma			Bladder Cancer	Bladder Urothelial Carcinoma	
LB831BLC_URINARY_TRACT	LB831BLC_URINARY_TRACT	NA	NA	NA	ACH-002266	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	urinary_tract	NA	NA	NA	NA	8.93333333333	BLCA	Carcinoma	urinary_tract	bladder_carcinoma			Bladder Cancer	Bladder Urothelial Carcinoma	
C33A_CERVIX	C33A_CERVIX	NA	NA	NA	ACH-001333	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	70.8	CERVIX	Carcinoma	cervix	cervical_carcinoma			Cervical Cancer, NOS	Cervix	
C4I_CERVIX	C4I_CERVIX	NA	NA	NA	ACH-001334	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	7.93333333333	CERVIX	Carcinoma	cervix	cervical_carcinoma			Cervical Cancer, NOS	Cervix	
CAL39_VULVA	CAL39_VULVA	NA	NA	NA	ACH-002091	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.33333333333	VSC	Squamous Cell Carcinoma, vulvar	skin	skin_squamous			Vaginal Cancer	Squamous Cell Carcinoma of the Vulva/Vagina	
CASKI_CERVIX	CASKI_CERVIX	NA	NA	NA	ACH-001336	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	14.0	CESC	Squamous Cell Carcinoma	cervix	cervical_squamous			Cervical Cancer	Cervical Squamous Cell Carcinoma	
DOTC24510_CERVIX	DOTC24510_CERVIX	NA	NA	NA	ACH-001341	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	11.0	CEAD	Cervical Adenocarcinoma	cervix	cervical_adenocarcinoma			Cervical Cancer	Cervical Adenocarcinoma	
HT3_CERVIX	HT3_CERVIX	NA	NA	NA	ACH-001525	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	12.8333333333	CERVIX	Carcinoma	cervix	cervical_carcinoma			Cervical Cancer, NOS	Cervix	
ME180_CERVIX	ME180_CERVIX	NA	NA	NA	ACH-001359	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	6.13333333333	CESC	Squamous Cell Carcinoma	cervix	cervical_squamous			Cervical Cancer	Cervical Squamous Cell Carcinoma	
MS751_CERVIX	MS751_CERVIX	NA	NA	NA	ACH-001360	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	5.3	CESC	Squamous Cell Carcinoma	cervix	cervical_squamous			Cervical Cancer	Cervical Squamous Cell Carcinoma	
SISO_CERVIX	SISO_CERVIX	NA	NA	NA	ACH-001650	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	104.566666667	CEAD	Cervical Adenocarcinoma	cervix	cervical_adenocarcinoma			Cervical Cancer	Cervical Adenocarcinoma	
SKGIIIA_CERVIX	SKGIIIA_CERVIX	NA	NA	NA	ACH-002020	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	10.3333333333	CERVIX	Carcinoma	cervix	cervical_carcinoma			Cervical Cancer, NOS	Cervix	
SW756_CERVIX	SW756_CERVIX	NA	NA	NA	ACH-001402	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cervix	NA	NA	NA	NA	28.9	CESC	Squamous Cell Carcinoma	cervix	cervical_squamous			Cervical Cancer	Cervical Squamous Cell Carcinoma	
TCYIK_CERVIX	TCYIK_CERVIX	NA	NA	NA	ACH-002201	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.56666666667	SCCE	Small Cell Carcinoma	cervix	cervical_small_cell			Cervical Cancer	Small Cell Carcinoma of the Cervix	
HEC1_ENDOMETRIUM	HEC1_ENDOMETRIUM	NA	NA	NA	ACH-001517	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	endometrium	NA	NA	NA	NA	122.733333333	UCEC	Endometrial Adenocarcinoma	uterus	endometrial_adenocarcinoma			Endometrial Cancer	Endometrial Carcinoma	
JHOS3_OVARY	JHOS3_OVARY	NA	NA	NA	ACH-002146	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	8.56666666667	SOC	Adenocarcinoma, serous	ovary	ovary_adenocarcinoma	serous		Ovarian Cancer	Serous Ovarian Cancer	
KGN_OVARY	KGN_OVARY	NA	NA	NA	ACH-002149	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	6.96666666667	GRCT	Granulosa Cell Tumor	ovary	granulosa_cell_tumor			Sex Cord Stromal Tumor	Granulosa Cell Tumor	
OV17R_OVARY	OV17R_OVARY	NA	NA	NA	ACH-001373	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	5.93333333333	OVT	Adenocarcinoma	ovary	ovary_adenocarcinoma			Ovarian Cancer	Ovarian Epithelial Tumor	
OVCA420_OVARY	OVCA420_OVARY	NA	NA	NA	ACH-002181	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	8.86666666667	SOC	Adenocarcinoma, serous	ovary	ovary_adenocarcinoma	serous		Ovarian Cancer	Serous Ovarian Cancer	
OVMIU_OVARY	OVMIU_OVARY	NA	NA	NA	ACH-002183	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	11.6666666667	HGSOC	Adenocarcinoma, high grade serous	ovary	ovary_adenocarcinoma	high_grade_serous		Ovarian Cancer	High-Grade Serous Ovarian Cancer	
PA1_OVARY	PA1_OVARY	NA	NA	NA	ACH-001374	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	9.56666666667	OGCT		ovary	mixed_germ_cell			Germ Cell Tumor	Ovarian Germ Cell Tumor	
PEO1_OVARY	PEO1_OVARY	NA	NA	NA	ACH-001630	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	7.63333333333	OVT	Cystadenocarcinoma	ovary	ovary_adenocarcinoma			Ovarian Cancer	Ovarian Epithelial Tumor	
SW626_LARGE_INTESTINE	SW626_LARGE_INTESTINE	NA	NA	NA	ACH-001399	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA	NA	NA	NA	COADREAD		colorectal	colorectal_adenocarcinoma			Colorectal Cancer	Colorectal Adenocarcinoma	
UWB1289_OVARY	UWB1289_OVARY	NA	NA	NA	ACH-001418	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	NA	NA	NA	5.26666666667	SOC	Adenocarcinoma, serous	ovary	ovary_adenocarcinoma	serous		Ovarian Cancer	Serous Ovarian Cancer	
BPH1_PROSTATE	BPH1_PROSTATE	NA	NA	NA	ACH-001453	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	prostate	NA	NA	NA	NA	4.0	PROSTATE	Prostate Hyperplasia	prostate	prostate_hyperplasia			Prostate Cancer, NOS	Prostate	
PWR1E_PROSTATE	PWR1E_PROSTATE	NA	NA	NA	ACH-001383	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	prostate	NA	NA	NA	NA	4.2	PRAD	Adenocarcinoma	prostate	prostate_adenocarcinoma			Prostate Cancer	Prostate Adenocarcinoma	
NCCIT_TESTIS	NCCIT_TESTIS	NA	NA	NA	ACH-001578	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.8	EMBCA	Carcinoma	embryo	embryo_carcinoma			Germ Cell Tumor	Embryonal Carcinoma	
NEC8_TESTIS	NEC8_TESTIS	NA	NA	NA	ACH-002288	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.96666666667	EMBCA	Testicular Carcinoma	embryo				Germ Cell Tumor	Embryonal Carcinoma	
NTERA2CLD1_TESTIS	NTERA2CLD1_TESTIS	NA	NA	NA	ACH-002291	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.63333333333	EMBCA	Carcinoma	embryo	embryo_carcinoma			Germ Cell Tumor	Embryonal Carcinoma	
JAR_PLACENTA	JAR_PLACENTA	NA	NA	NA	ACH-001529	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1666666667	UCCA	Choriocarcinoma	uterus	choriocarcinoma			Gestational Trophoblastic Disease	Choriocarcinoma	
JEG3_PLACENTA	JEG3_PLACENTA	NA	NA	NA	ACH-001530	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.0666666667	UCCA	Choriocarcinoma	uterus	choriocarcinoma			Gestational Trophoblastic Disease	Choriocarcinoma	
SW954_CERVIX	SW954_CERVIX	NA	NA	NA	ACH-001400	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CESC	Squamous Cell Carcinoma	cervix	cervical_squamous			Cervical Cancer	Cervical Squamous Cell Carcinoma	
SW962_VULVA	SW962_VULVA	NA	NA	NA	ACH-002200	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8	VULVA	Carcinoma, vulvar	skin				Vulvar/Vaginal Cancer, NOS	Vulva/Vagina	
SKN_ENDOMETRIUM	SKN_ENDOMETRIUM	NA	NA	NA	ACH-001655	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5666666667	UCEC	Endometrial Squamous Cell Carcinoma	uterus	endometrial_squamous			Endometrial Cancer	Endometrial Carcinoma	
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002215	NA	NA	Na	Na	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4333333333	DLBCLNOS	B-cell, Non-Hodgkins, Primary Effusion	lymphocyte	non_hodgkin_lymphoma	b_cell_primary_effusion		Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	
